Series,Venue,Date,Batting Team,Bowling Team,Striker,Batting Type,Non-Striker,Bowler,Bowling Proficiency,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Type,Delivery Type,Pitching Line,Pitching Length,Fielder Angle,Fielder Length Ratio,Bounce Angle,Pitch_x,Pitch_y,Friction,Restitution,Crease Position,Crease Position_x,Crease Position_y,Deviation Degree,Drop Angle,Impact Position_x,Impact Position_y,Impact Position_z,Initial Angle,PBR,Reaction Time,Release Position,Release Position_x,Release Position_y,Release Speed,Stump Position,Stump Position_x,Stump Position_y,Swing Degree,Swing Distance,Six Distance
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Ravindra Jadeja,Left Arm Orthodox,1,44.3,45,3,0,0,236,5.3,0,0,0,1,1,0,0,267,0,33,5.3,1,0,2,10,15,,,0,FORWARD DEFENCE,ORTHODOX,Off stump,Good Length,,,10.318,6.316,0.05,0.45,1.041,-8.841,-0.136,0.731,-2.366,-8.563,-7.681,-0.093,0.633,-1.411,121.158,0.633,8.341,-0.274,1.107,62.589,-10.06,-0.181,0.8,-2.336,-0.235,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Ravindra Jadeja,Left Arm Orthodox,1,44.4,45,4,0,0,236,5.2,0,0,0,1,1,0,0,268,0,32,5.28,1,0,2,11,15,,,0,FORWARD DEFENCE,ORTHODOX,Outside Off stump,Full Length,,,12.208,5.764,-0.287,0.382,0.694,-8.841,-0.355,0.743,-4.164,-14.571,-7.583,-0.336,0.597,-3.268,75.792,0.662,8.341,-0.895,1.967,58.151,-10.06,-0.374,0.844,1.076,0.114,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Ravindra Jadeja,Left Arm Orthodox,1,44.5,45,5,0,0,236,5.1,0,0,0,1,1,0,0,269,0,31,5.26,1,0,2,12,15,,,0,FORWARD DEFENCE,ORTHODOX,Outside Off stump,Full Length,,,10.662,5.96,-0.264,0.44,0.574,-8.841,-0.19,0.631,-3.229,-14.995,-7.472,-0.212,0.517,-3.827,52.064,0.649,8.341,-0.997,2.053,59.343,-10.06,-0.17,0.691,1.432,0.149,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Ravindra Jadeja,Left Arm Orthodox,1,44.6,45,6,0,0,236,5.0,0,0,0,1,1,0,0,270,0,30,5.24,1,0,2,13,15,,,0,FORWARD PUSH,ORTHODOX,Outside Off stump,Full Length,,,12.619,4.293,-0.183,0.354,0.695,-8.841,-0.343,0.592,-5.257,-15.102,-7.709,-0.284,0.41,-1.258,78.878,0.65,8.341,-0.573,1.991,60.042,-10.06,-0.408,0.751,1.344,0.157,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Axar Patel,Left Arm Orthodox,1,45.1,46,1,0,0,236,4.5,0,0,0,1,1,0,0,271,0,29,5.22,0,0,0,10,4,,,0,CUT SHOT,ORTHODOX,Outside Off stump,Good Length,,,9.951,5.148,-0.427,0.2,0.589,-8.841,-0.241,0.558,-1.12,-15.233,-8.994,-0.234,0.57,-3.875,78.394,0.748,8.341,-1.165,2.241,56.659,-10.06,-0.183,0.638,1.154,0.128,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Axar Patel,Left Arm Orthodox,1,45.2,46,2,0,0,236,4.4,0,0,0,1,1,0,0,272,0,28,5.2,0,0,0,11,4,,,0,CUT SHOT,ORTHODOX,Leg stump,Short of Good Length,,,10.41,5.51,-0.075,0.274,0.568,-8.841,0.206,0.586,-1.974,-15.89,-9.033,0.218,0.598,-3.861,67.858,0.783,8.341,-1.071,2.252,55.005,-10.06,0.287,0.644,2.392,0.259,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Axar Patel,Left Arm Orthodox,1,45.3,46,3,2,0,238,4.3,0,0,0,1,1,0,0,273,0,27,5.23,0,2,0,12,6,,,0,STEP DOWN LOFTED OFF DRIVE,ORTHODOX,Outside Off stump,Full Length,101.7124,1.03,11.29,5.521,-0.374,0.22,0.611,-8.841,-0.167,0.663,-2.062,-16.354,-6.454,-0.282,0.384,-3.34,79.619,0.653,8.341,-1.175,2.245,54.428,-10.06,-0.107,0.745,2.343,0.252,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Axar Patel,Left Arm Orthodox,1,45.4,46,4,1,0,239,4.2,0,0,0,1,1,0,0,274,0,26,5.23,0,1,0,13,7,,,0,BACKFOOT COVERDRIVE,ORTHODOX,Outside Off stump,Good Length,167.7748,0.87,9.829,4.998,-0.325,0.361,0.588,-8.841,-0.226,0.539,-2.294,-14.173,-8.659,-0.231,0.524,-4.19,62.047,0.696,8.341,-1.169,2.18,60.553,-10.06,-0.193,0.621,0.341,0.04,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Axar Patel,Left Arm Orthodox,1,45.5,46,5,0,0,239,4.1,0,0,0,1,1,0,0,275,0,25,5.21,1,0,2,14,15,,,0,FORWARD DEFENCE,ORTHODOX,Outside Off stump,Full Length,,,9.261,4.909,-0.249,0.36,0.505,-8.841,-0.13,0.459,-3.333,-15.418,-7.42,-0.176,0.346,-3.397,49.801,0.684,8.341,-1.185,2.238,52.036,-10.06,-0.09,0.509,2.288,0.258,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Axar Patel,Left Arm Orthodox,1,45.6,46,6,0,0,239,4.0,0,0,0,1,1,0,0,276,0,24,5.19,1,0,2,15,15,,,0,FORWARD PUSH,ORTHODOX,Outside Off stump,Full Length,,,9.76,5.582,-0.321,0.243,0.592,-8.841,-0.075,0.582,-1.69,-14.678,-7.799,-0.134,0.495,-4.827,74.414,0.671,8.341,-1.252,2.217,57.62,-10.06,-0.005,0.651,1.388,0.144,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Ravindra Jadeja,Left Arm Orthodox,1,46.1,47,1,1,0,240,3.5,0,0,0,1,1,0,0,277,0,23,5.19,0,1,0,14,8,,,0,FRONTFOOT ON DRIVE,ORTHODOX,Leg stump,Full Length,63.43495,0.94,10.824,3.19,0.071,0.353,0.611,-8.841,0.144,0.358,-1.732,-14.896,-7.682,0.101,0.175,-1.554,66.412,0.634,8.341,-0.737,2.159,60.523,-10.06,0.19,0.514,1.558,0.197,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Adil Rashid,Ravindra Jadeja,Left Arm Orthodox,1,46.2,47,2,1,0,241,3.4,0,0,0,1,1,0,0,278,0,22,5.2,1,1,2,16,16,,,0,BACKFOOT PUSH,ORTHODOX,Outside Off stump,Short of Good Length,66.62583,0.96,10.326,7.269,-0.261,0.351,0.577,-8.841,-0.206,0.742,-2.75,-15.061,-8.272,-0.211,0.711,-5.634,61.484,0.671,8.341,-0.799,2.048,62.645,-10.06,-0.194,0.783,0.948,0.089,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Ravindra Jadeja,Left Arm Orthodox,1,46.3,47,3,0,0,241,3.3,0,0,0,1,1,0,0,279,0,21,5.18,0,0,0,15,8,,,0,STEP DOWN OFF DRIVE,ORTHODOX,Leg stump,Full Length,,,11.715,4.029,0.093,0.284,0.701,-8.841,0.201,0.525,-1.998,-14.545,-7.503,0.15,0.308,-2.275,86.765,0.607,8.341,-0.729,2.094,62.753,-10.06,0.248,0.69,1.723,0.206,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Adil Rashid,Right Hand Batsman,Jofra Archer,Ravindra Jadeja,Left Arm Orthodox,1,46.4,47,4,0,0,241,3.2,0,0,9,1,1,0,0,280,0,20,5.16,0,0,0,16,8,bowled,,27,FRONTFOOT PADDLE SWEEP,ORTHODOX,Off stump,Full Length,,,10.766,5.064,-0.116,0.237,0.638,-8.841,-0.028,0.61,-1.28,-14.958,-999.9,-999.9,-999.9,-3.327,82.023,0.723,8.341,-0.716,2.127,62.963,-10.06,0.0,0.733,0.002,0.206,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Saqib Mahmood,Right Hand Batsman,Jofra Archer,Ravindra Jadeja,Left Arm Orthodox,1,46.5,47,5,0,0,241,3.1,0,0,0,1,1,0,0,281,0,19,5.14,0,0,0,1,0,,,0,FORWARD PUSH,ORTHODOX,Middle stump,Full Length,,,11.18,4.942,-0.009,0.278,0.653,-8.841,0.06,0.607,-2.469,-14.894,-7.75,0.039,0.468,-3.454,80.199,0.642,8.341,-0.71,2.153,61.024,-10.06,0.083,0.73,1.033,0.116,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Saqib Mahmood,Right Hand Batsman,Jofra Archer,Ravindra Jadeja,Left Arm Orthodox,1,46.6,47,6,1,0,242,3.0,0,0,0,1,1,0,0,282,0,18,5.14,0,1,0,2,1,,,0,FRONTFOOT FLICK,ORTHODOX,Leg stump,Full Length,67.16634,0.97,10.28,4.61,0.043,0.289,0.585,-8.841,0.146,0.504,-2.251,-15.215,-7.694,0.111,0.372,-2.473,68.891,0.656,8.341,-0.697,2.119,59.261,-10.06,0.183,0.608,1.716,0.197,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Saqib Mahmood,Right Hand Batsman,Jofra Archer,Kuldeep Yadav,Left Arm Chinaman,1,47.1,48,1,1,0,243,2.5,0,0,0,1,1,0,0,283,0,17,5.15,0,1,0,3,2,,,0,BACKFOOT PUSH,CHINAMAN,Off stump,Good Length,102.4617,0.91,10.46,5.952,-0.177,0.292,0.539,-8.841,-0.113,0.584,2.687,-16.544,-8.89,-0.112,0.586,-0.657,61.654,0.82,8.341,0.261,1.895,52.189,-10.06,-0.096,0.605,0.182,0.019,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Saqib Mahmood,Kuldeep Yadav,Left Arm Chinaman,1,47.2,48,2,4,0,247,2.4,0,0,0,1,1,0,0,284,0,16,5.21,1,4,3,17,20,,,0,SWEEP SHOT,CHINAMAN,Leg stump,Good Length,7.81238,1.11,12.943,6.914,0.048,0.408,0.646,-8.841,-0.15,0.795,-1.081,-16.019,-7.001,-0.085,0.682,-1.578,66.109,0.736,8.341,0.224,1.798,51.934,-10.06,-0.193,0.8,0.004,0.0,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jofra Archer,Right Hand Batsman,Saqib Mahmood,Kuldeep Yadav,Left Arm Chinaman,1,47.3,48,3,1,0,248,2.3,0,0,0,1,1,0,0,285,0,15,5.22,1,1,3,18,21,,,0,SLOG SHOT,CHINAMAN,Off stump,Full Length,17.0907,0.98,11.74,4.404,-0.081,0.414,0.549,-8.841,-0.306,0.514,-1.945,-16.924,-7.349,-0.2,0.341,1.544,50.984,0.742,8.341,0.366,1.866,51.483,-10.06,-0.394,0.59,-0.467,-0.043,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Saqib Mahmood,Right Hand Batsman,Jofra Archer,Kuldeep Yadav,Left Arm Chinaman,1,47.4,48,4,0,0,248,2.2,0,0,10,1,1,0,0,286,0,14,5.2,0,0,0,4,2,stumped,KL Rahul,3,STEP DOWN LOFTED ON DRIVE,WRONG ONE,Off stump,Full Length,,,14.948,4.41,-0.125,0.494,0.647,-8.841,-0.328,0.676,-1.044,-17.15,-999.9,-999.9,-999.9,1.735,57.726,0.939,8.341,0.37,1.876,50.011,-10.06,-0.406,0.793,-0.99,-0.115,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,0.1,1,1,0,0,0,49.5,0,0,0,1,1,0,0,1,0,299,0.0,0,0,0,1,0,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,9.64,8.584,0.246,0.174,0.636,-8.841,0.12,1.038,0.95,-13.947,-8.783,0.121,1.032,-9.885,87.937,0.479,8.341,0.761,2.083,88.82,-10.06,0.103,1.158,1.751,0.077,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,0.2,1,2,0,0,0,49.4,0,0,0,1,1,0,0,2,0,298,0.0,0,0,0,2,0,,,0,LEFT ALONE,ANGLED IN,Outside Off stump,Short of Good Length,,,9.584,8.449,0.381,0.205,0.645,-8.841,0.319,1.004,0.315,-13.519,-999.9,-999.9,-999.9,-10.516,86.344,0.519,8.341,0.729,2.124,89.775,-10.06,0.309,1.123,2.326,0.195,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,0.3,1,3,1,0,1,49.3,0,0,0,1,1,0,0,3,0,297,2.0,0,1,0,3,1,,,0,BACKFOOT PULL SHOT,ANGLED IN,Outside Off stump,Short Length,199.1865,1.0,8.231,8.713,0.143,0.138,0.554,-8.841,-0.181,0.876,0.071,-13.887,-8.584,-0.17,0.856,-10.427,79.33,0.473,8.341,0.746,2.112,87.364,-10.06,-0.235,0.965,2.046,0.161,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Yashasvi Jaiswal,Jofra Archer,Right Arm Fast Medium,2,0.4,1,4,0,0,1,49.2,0,0,0,1,1,0,0,4,0,296,1.5,0,0,0,1,0,,,0,FORWARD PUSH,INSWINGER,Outside Off stump,Full Length,,,8.214,1.89,-0.249,0.269,0.694,-8.841,-0.217,0.131,0.0,-10.756,-999.9,-999.9,-999.9,-3.019,87.207,0.486,8.341,-0.979,1.975,82.72,-10.06,-0.159,0.29,0.303,-0.013,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Yashasvi Jaiswal,Jofra Archer,Right Arm Fast Medium,2,0.5,1,5,0,0,1,49.1,0,0,0,1,1,0,0,5,0,295,1.2,0,0,0,2,0,,,0,BACKFOOT PUSH,STRAIGHT BALL,Outside Off stump,Short of Good Length,,,9.518,8.925,-0.474,0.176,0.621,-8.841,-0.388,1.059,-0.252,-14.084,-8.574,-0.391,1.032,-10.504,85.519,0.47,8.341,-0.43,2.078,89.904,-10.06,-0.375,1.175,2.212,0.162,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Yashasvi Jaiswal,Jofra Archer,Right Arm Fast Medium,2,0.6,1,6,0,0,1,49.0,0,0,0,1,1,0,0,6,0,294,1.0,0,0,0,3,0,,,0,FORWARD DEFENCE,INSWINGER,Outside Off stump,Short of Good Length,,,8.964,7.335,-0.367,0.139,0.627,-8.841,-0.135,0.827,0.508,-13.391,-8.28,-0.157,0.767,-8.953,90.144,0.46,8.341,-0.386,2.194,88.552,-10.06,-0.088,0.947,2.939,0.272,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,1.1,2,1,4,0,5,48.5,0,0,0,1,1,0,0,7,0,293,4.28,0,4,1,4,5,,,0,CUT SHOT,STRAIGHT BALL,Leg stump,Short of Good Length,335.1468,1.16,9.122,8.825,0.016,0.218,0.647,-8.841,0.42,0.969,0.203,-12.836,-9.096,0.434,0.991,-8.875,85.217,0.508,8.341,-0.45,1.852,85.031,-10.06,0.486,1.066,-0.013,-0.001,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,1.2,2,2,0,0,5,48.4,0,0,0,1,1,0,0,8,0,292,3.75,0,0,1,5,5,,,0,BACKFOOT DEFENCE,Knuckleball,Leg stump,Short of Good Length,,,7.663,8.121,-0.107,0.169,0.568,-8.841,0.105,0.738,-0.345,-12.577,-8.585,0.097,0.721,-8.195,78.206,0.49,8.341,-0.434,1.908,85.018,-10.06,0.143,0.813,0.473,0.041,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,1.3,2,3,0,0,5,48.3,0,0,0,1,1,0,0,9,0,291,3.33,0,0,1,6,5,,,0,LEFT ALONE,Knuckleball,Outside Off stump,Good Length,,,7.627,7.096,0.054,0.194,0.617,-8.841,0.296,0.663,0.05,-11.484,-999.9,-999.9,-999.9,-7.409,83.166,0.527,8.341,-0.541,1.904,86.628,-10.06,0.347,0.751,-1.428,-0.135,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,1.4,2,4,0,0,5,48.2,0,0,0,1,1,0,0,10,0,290,3.0,0,0,1,7,5,,,0,CUT SHOT,Knuckleball,Off stump,Short of Good Length,,,8.015,8.748,0.083,0.227,0.55,-8.841,0.825,0.788,1.12,-13.2,-999.9,-999.9,-999.9,-9.041,69.825,0.555,8.34,-0.529,1.908,83.808,-10.06,0.941,0.854,2.074,0.187,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,1.5,2,5,0,0,5,48.1,0,0,0,1,1,0,0,11,0,289,2.72,0,0,1,8,5,,,0,BACKFOOT PUSH,Knuckleball,Off stump,Short of Good Length,,,8.542,8.59,-0.019,0.197,0.636,-8.841,0.25,0.885,-0.494,-12.388,-999.9,-999.9,-999.9,-9.025,85.71,0.536,8.341,-0.454,1.881,85.921,-10.06,0.295,0.974,0.011,0.0,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,1.6,2,6,1,0,6,48.0,0,0,0,1,1,1,0,12,0,288,3.0,0,0,1,9,5,,,0,LEG GLANCE,Knuckleball,Outside Leg stump,Good Length,,,6.143,5.93,-0.218,0.228,0.532,-8.841,-0.317,0.441,-0.193,-10.703,-7.874,-0.296,0.377,-6.486,66.97,0.456,8.34,-0.368,1.908,86.489,-10.06,-0.343,0.509,-3.207,-0.337,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,2.1,3,1,0,0,6,47.5,0,0,0,1,1,0,0,13,0,287,2.76,0,0,1,10,5,,,0,FORWARD DEFENCE,Knuckleball,Outside Off stump,Good Length,,,8.288,5.49,0.232,0.188,0.653,-8.841,0.227,0.56,0.908,-11.785,-8.631,0.227,0.537,-7.122,89.091,0.456,8.341,0.742,2.145,89.365,-10.06,0.225,0.687,2.451,0.267,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,2.2,3,2,0,0,6,47.4,0,0,0,1,1,0,0,14,0,286,2.57,0,0,1,11,5,,,0,UPPER CUT,Knuckleball,Outside Off stump,Short Length,,,10.329,11.476,0.45,0.21,0.526,-8.841,0.273,1.535,0.819,-17.337,-999.9,-999.9,-999.9,-14.578,67.867,0.515,8.34,0.725,2.01,88.973,-10.06,0.251,1.661,0.965,0.057,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,2.3,3,3,0,0,6,47.3,0,0,0,1,1,0,0,15,0,285,2.4,0,0,1,12,5,,,0,CUT SHOT,Knuckleball,Wide outside Off stump,Short of Good Length,,,9.057,8.186,0.664,0.235,0.61,-8.841,0.833,0.91,0.92,-13.375,-999.9,-999.9,-999.9,-9.772,78.022,0.509,8.341,0.801,2.091,91.612,-10.06,0.864,1.023,2.345,0.201,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,2.4,3,4,0,0,6,47.2,0,0,0,1,1,0,0,16,0,284,2.25,0,0,1,13,5,,,0,BACKFOOT DEFENCE,Knuckleball,Outside Off stump,Good Length,,,9.945,6.84,0.377,0.264,0.72,-8.841,0.458,0.861,1.514,-12.367,-999.9,-999.9,-999.9,-8.518,91.681,0.504,8.341,0.725,2.13,92.035,-10.06,0.476,1.008,1.945,0.186,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,2.5,3,5,1,0,7,47.1,0,0,0,1,1,0,0,17,0,283,2.47,0,1,1,14,6,,,0,FRONT FOOT DRIVE,Knuckleball,Off stump,Full Length,85.23635,0.71,8.637,5.335,0.228,0.175,0.696,-8.841,0.129,0.567,-0.023,-11.589,-8.632,0.134,0.542,-7.229,96.909,0.453,8.341,0.744,2.157,91.335,-10.06,0.099,0.704,1.745,0.187,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Yashasvi Jaiswal,Jofra Archer,Right Arm Fast Medium,2,2.6,3,6,0,0,7,47.0,0,0,0,1,1,0,0,18,0,282,2.33,0,0,0,4,0,,,0,BACKFOOT DEFENCE,Knuckleball,Outside Off stump,Short Length,,,8.719,9.502,-0.512,0.13,0.584,-8.841,-0.53,1.021,-0.033,-13.981,-999.9,-999.9,-999.9,-11.738,84.695,0.467,8.341,-0.449,2.053,89.469,-10.06,-0.525,1.119,0.064,-0.007,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,3.1,4,1,0,0,7,46.5,0,0,0,1,1,0,0,19,0,281,2.21,0,0,1,15,6,,,0,LEFT ALONE,Knuckleball,Off stump,Good Length,,,9.191,7.533,0.008,0.262,0.67,-8.841,0.506,0.86,0.831,-12.309,-999.9,-999.9,-999.9,-7.406,84.363,0.541,8.341,-0.442,1.912,85.702,-10.06,0.604,0.971,2.353,0.215,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,3.2,4,2,0,0,7,46.4,0,0,0,1,1,0,0,20,0,280,2.1,0,0,1,16,6,,,0,FRONTFOOT FLICK,Knuckleball,Outside Leg stump,Good Length,,,7.442,7.899,-0.339,0.168,0.567,-8.841,-0.177,0.704,-0.497,-12.26,-8.63,-0.182,0.689,-8.001,78.211,0.488,8.341,-0.586,1.904,85.064,-10.06,-0.147,0.778,0.987,0.09,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,3.3,4,3,4,0,11,46.3,0,0,0,1,1,0,0,21,0,279,3.14,0,4,2,17,10,,,0,FRONTFOOT COVERDRIVE,Knuckleball,Off stump,Good Length,291.014,1.26,8.939,7.381,0.112,0.237,0.667,-8.841,0.67,0.815,0.698,-12.168,-8.435,0.632,0.775,-7.505,86.293,0.49,8.341,-0.501,1.932,84.908,-10.06,0.782,0.921,2.329,0.216,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,3.4,4,4,1,1,12,46.3,0,0,0,1,1,0,0,21,0,279,3.42,0,0,2,17,10,,,0,LEG GLANCE,Knuckleball,Outside Leg stump,Good Length,,,7.839,7.875,-0.257,0.198,0.615,-8.841,-0.356,0.73,-0.434,-11.792,-999.9,-999.9,-999.9,-8.448,82.454,0.535,8.34,-0.427,1.894,85.376,-10.06,-0.375,0.812,-2.552,-0.227,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,3.4,4,5,4,0,16,46.2,0,0,0,1,1,0,0,22,0,278,4.36,0,4,3,18,14,,,0,FRONTFOOT STRAIGHT DRIVE,Knuckleball,Middle stump,Full Length,89.41297,1.19,5.141,4.759,0.03,0.188,0.476,-8.841,0.075,0.304,-0.169,-10.183,-8.518,0.071,0.285,-5.682,62.532,0.467,8.341,-0.473,1.922,86.372,-10.06,0.091,0.367,-2.307,-0.261,-1.0
