Series,Venue,Date,Batting Team,Bowling Team,Striker,Batting Type,Non-Striker,Bowler,Bowling Proficiency,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Type,Delivery Type,Pitching Line,Pitching Length,Fielder Angle,Fielder Length Ratio,Bounce Angle,Pitch_x,Pitch_y,Friction,Restitution,Crease Position,Crease Position_x,Crease Position_y,Deviation Degree,Drop Angle,Impact Position_x,Impact Position_y,Impact Position_z,Initial Angle,PBR,Reaction Time,Release Position,Release Position_x,Release Position_y,Release Speed,Stump Position,Stump Position_x,Stump Position_y,Swing Degree,Swing Distance,Six Distance
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,22.4,23,4,0,0,153,27.2,0,0,0,1,1,0,0,136,0,164,6.75,0,0,6,52,42,,,0,FORWARD DEFENCE,LEG SPIN,Off stump,Full Length,,,12.218,3.913,-0.034,0.449,0.551,-8.841,-0.194,0.46,-7.062,-17.171,-7.419,-0.108,0.263,0.819,47.764,0.757,8.341,-0.69,2.031,50.528,-10.06,-0.271,0.557,2.242,0.27,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,22.5,23,5,1,0,154,27.1,0,0,0,1,1,0,0,137,0,163,6.74,0,1,6,53,43,,,0,CUT SHOT,LEG SPIN,Outside Off stump,Short of Good Length,177.3162,0.56,13.354,5.194,-0.477,0.2,0.688,-8.841,-0.484,0.73,-2.825,-17.191,-8.988,-0.484,0.746,-0.434,93.163,0.855,8.341,-0.897,2.016,50.176,-10.06,-0.486,0.843,1.739,0.191,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,22.6,23,6,0,0,154,27.0,0,0,0,1,1,0,0,138,0,162,6.69,1,0,3,20,25,,,0,SLOG SWEEP,LEG SPIN,Outside Off stump,Full Length,,,13.198,3.271,0.45,0.289,0.604,-8.841,0.491,0.431,-1.398,-18.238,-7.749,0.469,0.228,2.451,71.7,0.765,8.341,-0.245,2.033,50.594,-10.06,0.516,0.607,-0.205,-0.025,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,23.1,24,1,1,0,155,26.5,0,0,0,1,1,0,0,139,0,161,6.69,0,1,6,54,44,,,0,FORWARD DEFENCE,LEG SPIN,Leg stump,Full Length,348.4165,0.51,12.567,4.109,0.105,0.191,0.623,-8.841,0.106,0.568,-3.096,-17.874,-7.348,0.105,0.322,-0.009,84.367,0.724,8.341,-0.48,2.223,51.875,-10.06,0.107,0.719,1.492,0.175,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,23.2,24,2,0,0,155,26.4,0,0,0,1,1,0,0,140,0,160,6.64,1,0,3,21,25,,,0,LEFT ALONE,OFF SPIN,Outside Off stump,Good Length,,,12.195,5.009,0.326,0.33,0.57,-8.841,0.32,0.631,3.105,-17.616,-999.9,-999.9,-999.9,-1.077,62.446,0.903,8.341,0.953,2.195,52.284,-10.06,0.318,0.712,-0.971,-0.105,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,23.3,24,3,1,0,156,26.3,0,0,0,1,1,0,0,141,0,159,6.63,1,1,3,22,26,,,0,BACKFOOT SQUARE DRIVE,OFF SPIN,Outside Off stump,Good Length,356.0042,0.82,10.38,4.623,0.337,0.176,0.605,-8.841,0.179,0.535,1.543,-15.619,-9.05,0.169,0.557,-2.248,83.104,0.757,8.341,1.076,2.154,56.214,-10.06,0.119,0.644,-1.978,-0.227,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,23.4,24,4,0,0,156,26.2,0,0,0,1,1,0,0,142,0,158,6.59,0,0,6,55,44,,,0,FORWARD PUSH,LEG SPIN,Outside Leg stump,Full Length,,,10.584,3.906,0.208,0.37,0.474,-8.841,0.155,0.423,-4.648,-18.001,-7.398,0.184,0.245,0.57,44.093,0.72,8.341,-0.445,2.194,51.799,-10.06,0.13,0.513,1.872,0.225,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,23.5,24,5,0,0,156,26.1,0,0,0,1,1,0,0,143,0,157,6.54,0,0,6,56,44,,,0,BACKFOOT PUSH,LEG SPIN,Outside Leg stump,Short of Good Length,,,11.07,5.612,0.182,0.139,0.593,-8.841,0.248,0.672,-2.582,-17.111,-8.866,0.248,0.674,-2.154,85.082,0.793,8.341,-0.465,2.175,53.305,-10.06,0.267,0.752,0.968,0.104,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,23.6,24,6,4,0,160,26.0,0,0,0,1,1,0,0,144,0,156,6.66,0,4,7,57,48,,,0,LOFTED COVER DRIVE,LEG SPIN,Outside Off stump,Full Length,143.387,1.19,13.667,3.676,-0.239,0.35,0.603,-8.841,-0.461,0.525,-7.204,-18.17,-7.388,-0.328,0.261,0.585,65.393,0.749,8.341,-0.547,2.244,50.514,-10.06,-0.576,0.682,1.924,0.226,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,24.1,25,1,1,0,161,25.5,0,0,0,1,1,0,0,145,0,155,6.66,1,1,3,23,27,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short of Good Length,156.8709,0.6,8.374,8.873,0.262,0.001,0.594,-8.841,-0.123,0.949,0.578,-13.924,-8.42,-0.1,0.913,-10.932,98.918,0.503,8.341,0.81,2.138,82.901,-10.06,-0.191,1.041,0.099,0.008,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,24.2,25,2,1,0,162,25.4,0,0,0,1,1,0,0,146,0,154,6.65,0,1,7,58,49,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short of Good Length,14.49161,0.95,8.581,9.99,-0.375,-0.008,0.566,-8.841,-0.342,1.085,-0.063,-14.983,-8.079,-0.345,1.022,-12.105,95.665,0.489,8.341,-0.406,2.064,83.904,-10.06,-0.336,1.173,0.102,0.015,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,24.3,25,3,1,0,163,25.3,0,0,0,1,1,0,0,147,0,153,6.65,1,1,3,24,28,,,0,BACKFOOT PULL SHOT,ANGLED IN,Outside Off stump,Short Length,211.7514,0.94,10.636,11.416,0.263,-0.008,0.575,-8.841,-0.252,1.566,1.532,-18.19,-8.116,-0.212,1.488,-14.224,97.068,0.513,8.341,0.713,2.056,81.786,-10.06,-0.323,1.682,-0.847,-0.055,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,24.4,25,4,0,0,163,25.2,0,0,0,1,1,0,0,148,0,152,6.6,0,0,7,59,49,,,0,CUT SHOT,ANGLED IN,Outside Off stump,Short of Good Length,,,7.549,7.188,-0.522,-0.034,0.564,-8.841,-0.501,0.664,-0.34,-13.382,-9.199,-0.499,0.69,-7.791,98.04,0.555,8.341,-0.577,2.112,76.976,-10.06,-0.496,0.746,0.501,0.047,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,24.5,25,5,1,0,164,25.1,0,0,0,1,1,0,0,149,0,151,6.6,0,1,7,60,50,,,0,CUT SHOT,STRAIGHT BALL,Outside Off stump,Short of Good Length,155.6517,0.95,7.772,9.083,-0.62,0.006,0.546,-8.841,-0.762,0.885,0.126,-14.009,-8.883,-0.763,0.888,-11.321,91.293,0.508,8.341,-0.412,2.129,84.642,-10.06,-0.786,0.965,0.379,0.03,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,24.6,25,6,1,0,165,25.0,0,0,0,1,1,0,0,150,0,150,6.6,1,1,3,25,29,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short Length,151.3649,0.5,8.858,10.518,0.27,-0.04,0.567,-8.841,-0.096,1.24,1.17,-15.644,-8.438,-0.079,1.201,-13.104,99.003,0.479,8.341,0.703,2.059,87.488,-10.06,-0.147,1.349,-0.303,-0.013,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,25.1,26,1,1,0,166,24.5,0,0,0,1,1,0,0,151,0,149,6.59,1,1,3,26,30,,,0,BACKFOOT PUSH,OFF SPIN,Middle stump,Good Length,193.7662,0.64,12.417,5.15,0.02,0.296,0.6,-8.841,-0.121,0.666,2.733,-17.414,-8.03,-0.091,0.58,-1.449,70.38,0.786,8.341,0.902,2.196,51.529,-10.06,-0.168,0.748,-1.708,-0.164,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,25.2,26,2,0,0,166,24.4,0,0,0,1,1,0,0,152,0,148,6.55,0,0,7,61,50,,,0,BACKFOOT COVERDRIVE,LEG SPIN,Outside Off stump,Short of Good Length,,,11.325,7.529,-0.163,0.175,0.581,-8.841,-0.432,0.774,-4.453,-17.463,-8.844,-0.432,0.774,-4.527,79.71,0.834,8.341,-0.436,2.143,52.129,-10.06,-0.489,0.764,1.435,0.131,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,25.3,26,3,0,0,166,24.3,0,0,0,1,1,0,0,153,0,147,6.5,0,0,7,62,50,,,0,FORWARD DEFENCE,LEG SPIN,Off stump,Full Length,,,13.277,4.993,-0.077,0.284,0.648,-8.841,-0.321,0.727,-5.526,-17.269,-999.9,-999.9,-999.9,-1.295,78.76,0.891,8.341,-0.467,2.188,52.602,-10.06,-0.405,0.846,0.613,0.074,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,25.4,26,4,1,0,167,24.2,0,0,0,1,1,0,0,154,0,146,6.5,0,1,7,63,51,,,0,BACKFOOT COVERDRIVE,LEG SPIN,Off stump,Short of Good Length,168.5437,0.87,10.798,5.64,-0.04,0.176,0.569,-8.841,-0.123,0.646,-3.478,-17.075,-9.016,-0.127,0.658,-2.038,77.682,0.806,8.341,-0.449,2.158,53.258,-10.06,-0.147,0.711,1.192,0.13,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,25.5,26,5,2,0,169,24.1,0,0,0,1,1,0,0,155,0,145,6.54,1,2,3,27,32,,,0,FRONTFOOT FLICK,OFF SPIN,Off stump,Full Length,172.7857,0.69,9.769,3.524,0.101,0.185,0.516,-8.841,0.015,0.365,1.806,-16.99,-7.734,0.057,0.225,-0.175,68.898,0.725,8.341,0.873,2.212,52.996,-10.06,-0.033,0.48,-1.754,-0.216,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,25.6,26,6,1,0,170,24.0,0,0,0,1,1,0,0,156,0,144,6.53,1,1,3,28,33,,,0,BACKFOOT PUSH,OFF SPIN,Outside Off stump,Good Length,141.5592,0.54,12.265,6.009,0.125,0.339,0.661,-8.841,0.038,0.793,3.863,-15.56,-8.456,0.046,0.757,-3.868,75.322,0.752,8.341,1.005,2.134,55.019,-10.06,0.015,0.871,-1.49,-0.155,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,26.1,27,1,0,0,170,23.5,0,0,0,1,1,0,0,157,0,143,6.49,1,0,3,29,33,,,0,BACKFOOT DEFENCE,STRAIGHT BALL,Outside Leg stump,Short Length,,,8.525,10.43,-0.11,0.058,0.524,-8.841,0.087,1.1,-0.276,-15.601,-8.503,0.079,1.075,-12.87,82.691,0.502,8.34,-0.316,2.05,84.019,-10.06,0.117,1.18,-0.195,-0.003,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,26.2,27,2,1,0,171,23.4,0,0,0,1,1,0,0,158,0,142,6.49,1,1,3,30,34,,,0,BACKFOOT PUSH,STRAIGHT BALL,Outside Leg stump,Short of Good Length,160.3461,0.78,8.463,8.425,-0.285,0.036,0.649,-8.841,-0.193,0.935,0.576,-12.751,-8.377,-0.199,0.891,-10.342,103.675,0.487,8.341,-0.309,2.081,85.138,-10.06,-0.176,1.04,-0.076,-0.006,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,26.3,27,3,4,0,175,23.3,0,0,0,1,1,0,0,159,0,141,6.6,0,4,8,64,55,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,23.28927,1.15,8.517,10.531,-0.356,-0.021,0.529,-8.841,-0.235,1.352,0.251,-15.937,-8.275,-0.243,1.28,-13.041,91.54,0.488,8.34,-0.411,2.084,85.437,-10.06,-0.217,1.502,0.034,0.003,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,26.4,27,4,0,0,175,23.2,0,0,0,1,1,0,0,160,0,140,6.56,0,0,8,65,55,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.316,7.704,-0.217,0.002,0.598,-8.841,-0.089,0.799,-0.945,-13.738,-8.604,-0.094,0.779,-8.496,99.416,0.541,8.34,-0.544,2.131,76.786,-10.06,-0.063,0.889,0.481,0.043,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,26.5,27,5,0,0,175,23.1,0,0,0,1,1,0,0,161,0,139,6.52,0,0,8,66,55,,,0,LEFT ALONE,STRAIGHT BALL,Outside Off stump,Good Length,,,6.525,6.384,-0.482,0.03,0.544,-8.841,-0.457,0.529,0.364,-11.759,-999.9,-999.9,-999.9,-8.22,88.636,0.516,8.34,-0.51,2.134,88.088,-10.06,-0.451,0.614,-0.457,-0.04,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Jofra Archer,Right Arm Fast Medium,2,26.6,27,6,4,0,179,23.0,0,0,0,1,1,0,0,162,0,138,6.62,0,4,9,67,59,,,0,CUT SHOT,STRAIGHT BALL,Outside Off stump,Short of Good Length,203.409,1.14,8.625,7.511,-0.508,0.026,0.634,-8.84,-0.508,0.812,0.115,-13.322,-9.146,-0.508,0.839,-8.421,102.498,0.557,8.341,-0.465,2.113,77.369,-10.06,-0.508,0.912,0.218,0.02,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Joe Root,Right Arm Off Spinner,2,27.1,28,1,1,0,180,22.5,0,0,0,1,1,0,0,163,0,137,6.62,1,1,3,31,35,,,0,BACKFOOT ON DRIVE,OFF SPIN,Outside Off stump,Good Length,117.0749,1.0,10.356,6.16,0.223,0.254,0.612,-8.841,-0.081,0.658,2.419,-14.958,-8.507,-0.06,0.637,-3.651,76.377,0.749,8.341,1.316,2.019,56.273,-10.06,-0.162,0.703,-1.24,-0.128,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Joe Root,Right Arm Off Spinner,2,27.2,28,2,0,0,180,22.4,0,0,0,1,1,0,0,164,0,136,6.58,0,0,9,68,59,,,0,BACKFOOT COVERDRIVE,OFF SPIN,Outside Off stump,Good Length,,,11.43,6.037,-0.078,0.497,0.542,-8.841,-0.204,0.601,5.198,-16.28,-8.579,-0.197,0.595,-2.633,41.51,0.83,8.341,1.155,2.07,53.379,-10.06,-0.239,0.582,-1.743,-0.182,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Joe Root,Right Arm Off Spinner,2,27.3,28,3,1,0,181,22.3,0,0,0,1,1,0,0,165,0,135,6.58,0,1,9,69,60,,,0,FRONTFOOT FLICK,OFF SPIN,Outside Leg stump,Full Length,18.43494,0.95,13.707,2.988,0.198,0.478,0.625,-8.841,0.264,0.41,6.734,-16.705,-7.578,0.216,0.153,0.479,55.998,0.72,8.341,1.174,2.152,52.467,-10.06,0.311,0.599,-1.935,-0.248,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Joe Root,Right Arm Off Spinner,2,27.4,28,4,1,0,182,22.2,0,0,0,1,1,0,0,166,0,134,6.57,1,1,3,32,36,,,0,FORWARD PUSH,OFF SPIN,Off stump,Full Length,156.5014,0.55,9.265,4.464,0.084,0.31,0.573,-8.841,-0.145,0.446,1.888,-14.088,-7.838,-0.073,0.349,-1.787,64.889,0.689,8.341,1.328,1.932,56.926,-10.06,-0.236,0.524,-1.285,-0.15,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Joe Root,Right Arm Off Spinner,2,27.5,28,5,0,0,182,22.1,0,0,0,1,1,0,0,167,0,133,6.53,0,0,9,70,60,,,0,BACKFOOT PUSH,OFF SPIN,Leg stump,Good Length,,,9.089,5.696,0.135,0.164,0.549,-8.841,-0.162,0.526,1.778,-15.216,-8.72,-0.154,0.52,-2.291,75.957,0.768,8.341,1.255,1.962,54.552,-10.06,-0.249,0.563,-0.697,-0.075,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Joe Root,Right Arm Off Spinner,2,27.6,28,6,2,0,184,22.0,0,0,0,1,1,0,0,168,0,132,6.57,0,2,9,71,62,,,0,FRONTFOOT FLICK,OFF SPIN,Outside Leg stump,Full Length,4.69157,0.97,10.544,2.896,0.376,0.217,0.588,-8.841,0.324,0.318,2.059,-15.961,-7.845,0.355,0.161,0.475,76.5,0.708,8.341,1.243,2.067,54.578,-10.06,0.286,0.475,-1.087,-0.139,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,28.1,29,1,4,0,188,21.5,0,0,0,1,1,0,0,169,0,131,6.67,1,4,4,33,40,,,0,FRONTFOOT COVERDRIVE,ANGLED IN,Outside Off stump,Full Length,41.82993,1.21,7.306,5.982,0.527,0.037,0.589,-8.841,0.449,0.552,0.546,-12.14,-8.492,0.455,0.52,-7.405,94.634,0.483,8.341,0.824,2.146,84.59,-10.06,0.427,0.655,-0.139,-0.015,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,28.2,29,2,0,0,188,21.4,0,0,0,1,1,0,0,170,0,130,6.63,1,0,4,34,40,,,0,BACKFOOT PULL SHOT,ANGLED IN,Outside Off stump,Short of Good Length,,,8.146,9.231,0.528,-0.003,0.556,-8.841,0.345,0.95,0.208,-14.468,-8.643,0.35,0.935,-10.706,93.691,0.509,8.341,0.737,2.086,82.364,-10.06,0.314,1.034,-0.202,-0.018,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,28.3,29,3,4,0,192,21.3,0,0,0,1,1,0,0,171,0,129,6.73,1,4,5,35,44,,,0,UPPER CUT,ANGLED IN,Outside Off stump,Short Length,276.1155,1.12,9.884,11.912,0.573,-0.007,0.5,-8.841,0.243,1.492,-0.684,-19.262,-8.869,0.242,1.494,-15.364,85.798,0.546,8.341,0.805,2.05,81.977,-10.06,0.209,1.589,1.715,-0.016,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,28.4,29,4,1,0,193,21.2,0,0,0,1,1,0,0,172,0,128,6.73,1,1,5,36,45,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,154.303,0.81,10.671,11.405,0.497,-0.003,0.606,-8.841,0.095,1.513,-0.526,-17.297,-8.399,0.111,1.471,-14.377,101.148,0.504,8.341,0.753,2.007,83.564,-10.06,0.052,1.614,0.488,0.006,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Brydon Carse,Right Arm Fast Medium,2,28.5,29,5,4,0,197,21.1,0,0,0,1,1,0,0,173,0,127,6.83,0,4,10,72,66,,,0,SLICED OVER POINT,STRAIGHT BALL,Outside Off stump,Yorker,208.7487,1.19,6.883,0.065,-0.685,0.172,0.65,-8.841,-0.688,0.193,0.0,-10.005,-9.169,-0.687,0.137,-3.444,90.324,0.476,8.341,-0.759,2.096,87.69,-10.06,-0.685,0.002,-0.141,-0.027,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Brydon Carse,Right Arm Fast Medium,2,28.6,29,6,4,0,201,21.0,0,0,0,1,1,0,0,174,0,126,6.93,0,4,11,73,70,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,340.0298,1.21,10.221,11.134,-0.437,0.029,0.547,-8.841,0.177,1.231,0.097,-17.998,-8.04,0.122,1.189,-13.602,89.184,0.599,8.341,-0.825,2.089,70.242,-10.06,0.263,1.27,0.049,0.003,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Joe Root,Right Arm Off Spinner,2,29.1,30,1,0,0,201,20.5,0,0,0,1,1,0,0,175,0,125,6.89,1,0,5,37,45,,,0,BACKFOOT OFF DRIVE,OFF SPIN,Outside Off stump,Short of Good Length,,,10.012,7.844,0.436,0.107,0.682,-8.841,-0.063,0.786,1.582,-13.935,-8.589,-0.042,0.776,-5.05,101.543,0.728,8.341,1.368,1.792,57.811,-10.06,-0.163,0.808,-1.033,-0.093,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Joe Root,Right Arm Off Spinner,2,29.2,30,2,1,0,202,20.4,0,0,0,1,1,0,0,176,0,124,6.88,1,1,5,38,46,,,0,BACKFOOT COVERDRIVE,OFF SPIN,Outside Off stump,Short of Good Length,17.8687,0.98,11.054,6.015,0.508,0.309,0.7,-8.841,0.278,0.705,2.123,-13.715,-9.016,0.27,0.717,-2.906,84.148,0.772,8.341,1.367,1.819,56.564,-10.06,0.216,0.769,-1.412,-0.147,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Joe Root,Right Arm Off Spinner,2,29.3,30,3,0,0,202,20.3,0,0,0,1,1,0,0,177,0,123,6.84,0,0,11,74,70,,,0,FORWARD PUSH,OFF SPIN,Leg stump,Full Length,,,11.91,4.634,0.204,0.302,0.523,-8.841,0.098,0.551,2.593,-18.823,-7.423,0.143,0.393,0.649,58.228,0.785,8.341,1.051,2.189,48.91,-10.06,0.058,0.618,-1.49,-0.171,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Joe Root,Right Arm Off Spinner,2,29.4,30,4,0,0,202,20.2,0,0,0,1,1,0,0,178,0,122,6.8,0,0,11,75,70,,,0,BACKFOOT PUSH,OFF SPIN,Outside Leg stump,Good Length,,,10.73,5.711,0.395,0.246,0.611,-8.841,0.207,0.644,2.437,-15.476,-8.124,0.238,0.585,-2.637,77.029,0.737,8.341,1.205,2.026,55.182,-10.06,0.152,0.708,-2.04,-0.217,-1.0
